DV,term,coef,std_err,t_value,p_value,nobs,r2,adj_r2,model_p_value
CAR_m5_p5,log_market_cap_c,-0.017772303277205973,0.012174915449550818,-1.4597475728557658,0.14435946204570216,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m5_p5,log_youtube_channel_subscribers_c,-0.019170480631615312,0.010264050453602075,-1.8677305531840607,0.061799637678147945,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m10_p10,Intercept,0.019661331387656415,0.027930992200645915,0.7039252757802761,0.4814793098419823,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,C(event_type_final)[T.positive_comeback],-0.04095066757745392,0.05173767635277906,-0.7915057355538597,0.4286489305201402,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,C(event_type_final)[T.positive_concert],-0.001059062489105974,0.03787031674555453,-0.027965503859438773,0.9776896643118749,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,C(event_type_final)[T.positive_resolution],0.007253217280267632,0.05816190897635598,0.12470734554493758,0.900755241899421,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,C(event_type_final)[T.negative_PR_crisis],-0.009102428732940706,0.038952622410415104,-0.23367948470927363,0.815233815675932,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,C(event_type_final)[T.negative_contract_crisis],-0.15936449121788815,0.0353698035803296,-4.505665146145069,6.61653566061904e-06,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,C(event_type_final)[T.dating],-0.06611593097377702,0.07992548186140212,-0.8272196730503034,0.4081125629880129,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,C(event_type_final)[T.artist_transition],-0.008328971446434482,0.27527845944303864,-0.03025653174347968,0.9758624633303001,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,log_market_cap_c,-0.010894733395551467,0.01648466621597073,-0.6609010611932437,0.5086757654815552,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
CAR_m10_p10,log_youtube_channel_subscribers_c,-0.021295756231779768,0.014516484275717877,-1.4670050838274777,0.14237467238928916,79,0.09286777654941736,-0.02545381781370204,1.1910214387740828e-07
