date,company,ticker,open,high,low,close,adj_close,volume,daily_return
2021-12-27,SM,041510.KQ,72500.0,74700.0,71000.0,74100.0,70521.9453125,495062,0.02916684291060978
2021-12-28,SM,041510.KQ,74700.0,79000.0,73900.0,78100.0,74328.78125,1089530,0.053980869651722996
2021-12-29,SM,041510.KQ,77900.0,79100.0,74500.0,74900.0,71466.328125,935432,-0.03851069635290161
2021-12-30,SM,041510.KQ,75200.0,75800.0,73300.0,74200.0,70798.4140625,394174,-0.009345856713552814
2022-01-04,SM,041510.KQ,73700.0,73800.0,70200.0,70700.0,67458.859375,638880,-0.047169908135963
2022-01-05,SM,041510.KQ,71200.0,71200.0,66300.0,66600.0,63546.81640625,875862,-0.057991537434737395
2022-01-06,SM,041510.KQ,64800.0,65700.0,61300.0,61900.0,59062.28515625,925436,-0.07057051011541993
2022-01-07,SM,041510.KQ,62300.0,64400.0,62300.0,63700.0,60779.765625,463884,0.029079140168829953
2022-01-10,SM,041510.KQ,62800.0,64000.0,60700.0,63400.0,60493.51953125,525077,-0.004709562315789229
2022-01-11,SM,041510.KQ,64100.0,67300.0,62500.0,66000.0,62974.32421875,713070,0.04100942888962611
2022-01-12,SM,041510.KQ,66500.0,67800.0,66000.0,67500.0,64405.5625,418951,0.022727330527254175
2022-01-13,SM,041510.KQ,67500.0,69000.0,66300.0,69000.0,65836.796875,477214,0.02222221683103842
2022-01-14,SM,041510.KQ,67900.0,69300.0,66700.0,68200.0,65073.48046875,372489,-0.011594069615799452
2022-01-17,SM,041510.KQ,67600.0,70400.0,67600.0,68400.0,65264.296875,410939,0.002932322120708264
2022-01-18,SM,041510.KQ,68400.0,69900.0,67500.0,67900.0,64787.21484375,289904,-0.007310000323205057
2022-01-19,SM,041510.KQ,67400.0,68800.0,65400.0,66300.0,63260.5703125,327168,-0.02356397840116864
2022-01-20,SM,041510.KQ,66000.0,69700.0,66000.0,69500.0,66313.875,411389,0.04826552578354937
2022-01-21,SM,041510.KQ,68200.0,70500.0,68000.0,69200.0,66027.6171875,416191,-0.004316710680834168
2022-01-24,SM,041510.KQ,68800.0,68800.0,63200.0,63900.0,60970.59765625,605946,-0.07658945978452436
2022-01-25,SM,041510.KQ,64900.0,65000.0,62500.0,63500.0,60588.9375,451037,-0.006259741103437855
2022-01-26,SM,041510.KQ,63500.0,63500.0,63500.0,63500.0,60588.9375,0,0.0
2022-01-27,SM,041510.KQ,60000.0,60600.0,55900.0,56000.0,53432.7578125,821772,-0.11811033470425192
2022-01-28,SM,041510.KQ,56000.0,59600.0,54500.0,58900.0,56199.8203125,767333,0.05178588216819824
2022-02-03,SM,041510.KQ,60600.0,63900.0,60000.0,62200.0,59348.52734375,913886,0.05602699463702132
2022-02-04,SM,041510.KQ,61500.0,68200.0,61000.0,67300.0,64214.73046875,620825,0.08199366256915996
2022-02-07,SM,041510.KQ,67300.0,69200.0,66500.0,67200.0,64119.31640625,585266,-0.0014858594251428991
2022-02-08,SM,041510.KQ,67200.0,67200.0,67200.0,67200.0,64119.31640625,0,0.0
2022-02-09,SM,041510.KQ,67200.0,67200.0,67200.0,67200.0,64119.31640625,0,0.0
2022-02-10,SM,041510.KQ,68800.0,69200.0,66300.0,66800.0,63737.6484375,411700,-0.005952464719552131
